id,class
533,0
534,0
535,0
536,1
537,0
538,0
539,0
540,1
541,1
542,1
543,0
544,1
545,1
546,0
547,0
548,1
549,0
550,0
551,0
552,0
553,1
554,1
555,0
556,1
557,1
558,0
559,0
560,1
561,1
562,1
563,0
564,1
565,0
566,1
567,0
568,1
569,0
570,1
571,1
572,0
573,0
574,0
575,1
576,0
577,0
578,1
579,0
580,0
581,1
582,1
583,0
584,1
585,1
586,1
587,0
588,1
589,0
590,0
591,0
592,0
593,1
594,0
595,1
596,1
597,0
598,1
599,0
600,1
601,1
602,1
603,1
604,1
605,0
606,1
607,0
608,0
609,0
610,1
611,0
612,1
613,0
614,0
615,1
616,0
617,0
618,0
619,0
620,1
621,1
622,0
623,0
624,0
625,1
626,1
627,0
628,1
629,1
630,0
631,1
632,1
633,1
634,0
635,1
636,1
637,1
638,1
639,0
640,0
641,1
642,0
643,1
644,1
645,0
646,1
647,0
648,1
649,1
650,0
651,1
652,1
653,1
654,1
655,0
656,0
657,1
658,1
659,1
660,0
661,0
662,0
663,1
664,0
665,1
666,0
667,0
668,1
669,0
670,0
671,1
672,1
673,0
674,0
675,1
676,0
677,0
678,1
679,0
680,1
681,1
682,0
683,0
684,0
685,0
686,0
687,0
688,1
689,0
690,1
691,0
692,0
693,1
694,1
695,0
696,0
697,1
698,0
699,1
700,0
701,1
702,0
703,0
704,1
705,1
706,1
707,0
708,1
709,1
710,1
711,1
712,1
713,0
714,1
715,1
716,0
717,1
718,0
719,1
720,0
721,0
722,1
723,0
724,0
725,0
726,1
727,0
728,1
729,1
730,1
731,0
732,0
733,1
734,1
735,0
736,0
737,1
738,0
739,0
740,0
741,1
742,1
743,1
744,0
745,1
746,1
747,0
748,1
749,1
750,0
751,0
752,1
753,1
754,0
755,1
756,0
757,1
758,1
759,1
760,1
761,1
762,1
763,0
764,0
765,0
766,1
767,0
768,0
769,1
770,1
771,0
772,1
773,0
774,0
775,0
776,0
777,1
778,0
779,0
780,1
781,1
782,1
783,0
784,1
785,0
786,0
787,1
788,1
789,0
790,1
791,0
792,0
793,1
794,1
795,0
796,0
797,1
798,0
799,1
800,0
801,0
802,0
803,0
804,0
805,1
806,1
807,0
808,1
809,1
810,0
811,1
812,0
813,0
814,1
815,0
816,1
817,0
818,0
819,0
820,1
821,0
822,0
823,1
824,0
825,1
826,1
827,1
828,1
829,0
830,1
831,0
832,0
833,1
834,1
835,1
836,1
837,0
838,1
839,0
840,0
841,1
842,1
843,0
844,0
845,1
846,1
847,0
848,0
849,0
850,0
851,0
852,0
853,1
854,0
855,0
856,1
857,0
858,1
859,0
860,1
861,0
862,1
863,0
864,0
865,0
866,1
867,1
868,1
869,1
870,1
871,1
872,0
873,0
874,1
875,1
876,0
877,0
878,1
879,1
880,1
881,0
882,1
883,1
884,1
885,0
886,1
887,0
888,0
889,0
890,1
891,0
892,0
893,1
894,1
895,0
896,0
897,1
898,0
899,0
900,1
901,0
902,0
903,0
904,1
905,1
906,1
907,0
908,0
909,1
910,1
911,1
912,1
913,0
914,0
915,1
916,1
917,0
918,1
919,0
920,0
921,1
922,1
923,0
924,0
925,1
926,1
927,1
928,0
929,1
930,1
931,0
932,1
933,0
934,0
935,1
936,0
937,1
938,0
939,1
940,0
941,0
942,1
943,1
944,0
945,0
946,1
947,0
948,1
949,1
950,1
951,0
952,0
953,1
954,1
955,1
956,1
957,1
958,1
959,1
960,1
961,1
962,1
963,1
964,1
965,0
966,0
967,0
968,0
969,1
970,0
971,1
972,0
973,0
974,0
975,0
976,0
977,0
978,0
979,0
980,1
981,1
982,1
983,1
984,1
985,0
986,0
987,1
988,1
989,1
990,1
991,0
992,0
993,1
994,1
995,0
996,1
997,1
998,0
999,0
1000,1
1001,1
1002,1
1003,1
1004,0
1005,1
1006,1
1007,1
1008,0
1009,1
1010,0
1011,0
1012,0
1013,1
1014,1
1015,0
1016,1
1017,0
1018,0
1019,1
1020,1
1021,1
1022,0
1023,1
1024,0
1025,0
1026,1
1027,1
1028,0
1029,0
1030,0
1031,0
1032,1
1033,1
1034,1
1035,0
1036,0
1037,0
1038,0
1039,1
1040,1
1041,1
1042,1
1043,0
1044,0
1045,1
1046,0
1047,1
1048,1
1049,1
1050,0
1051,1
1052,0
1053,1
1054,1
1055,1
1056,1
1057,0
1058,0
1059,0
1060,1
1061,1
1062,0
1063,1
1064,1
1065,0
1066,0
1067,1
1068,0
1069,1
1070,0
1071,1
1072,0
1073,1
1074,0
1075,1
1076,1
1077,1
1078,0
1079,0
1080,1
1081,1
1082,0
1083,1
1084,1
1085,0
1086,1
1087,1
1088,1
1089,0
1090,0
1091,0
1092,0
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,1
1101,1
1102,0
1103,0
1104,0
1105,1
1106,0
1107,0
1108,1
1109,1
1110,1
1111,0
1112,0
1113,0
1114,0
1115,1
1116,1
1117,1
1118,0
1119,1
1120,1
1121,0
1122,1
1123,0
1124,0
1125,0
1126,0
1127,1
1128,1
1129,1
1130,0
1131,1
1132,1
1133,1
1134,0
1135,1
1136,0
1137,0
1138,0
1139,1
1140,1
1141,1
1142,1
1143,1
1144,0
1145,0
1146,1
1147,0
1148,0
1149,1
1150,1
1151,1
1152,0
1153,0
1154,1
1155,0
1156,1
1157,0
1158,0
1159,1
1160,0
1161,0
1162,1
1163,0
1164,0
1165,0
1166,1
1167,1
1168,1
1169,0
1170,1
1171,0
1172,0
1173,1
1174,0
1175,0
1176,0
1177,0
1178,1
1179,1
1180,0
1181,0
1182,0
1183,1
1184,1
1185,1
1186,0
1187,1
1188,1
1189,0
1190,1
1191,1
1192,1
1193,0
1194,0
1195,0
1196,1
1197,1
1198,0
1199,1
1200,1
1201,0
1202,0
1203,1
1204,1
1205,1
1206,0
1207,1
1208,1
1209,1
1210,0
1211,1
1212,1
1213,1
1214,0
1215,0
1216,1
1217,1
1218,0
1219,1
1220,0
1221,1
1222,0
1223,0
1224,0
1225,1
1226,0
1227,1
1228,0
1229,0
1230,0
1231,1
1232,0
1233,1
1234,0
1235,0
1236,0
1237,0
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,1
1245,1
1246,1
1247,0
1248,0
1249,0
1250,0
1251,1
1252,1
1253,0
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,0
1261,0
1262,0
1263,0
1264,1
1265,1
1266,0
1267,1
1268,0
1269,0
1270,1
1271,0
1272,1
1273,0
1274,1
1275,1
1276,1
1277,0
1278,0
1279,1
1280,1
1281,1
1282,1
1283,1
1284,0
1285,1
1286,1
1287,0
1288,1
1289,0
1290,1
1291,1
1292,0
1293,0
1294,0
1295,1
1296,0
1297,0
1298,1
1299,0
1300,0
1301,1
1302,0
1303,1
1304,1
1305,0
1306,0
1307,1
1308,0
1309,0
1310,1
1311,0
1312,0
1313,1
1314,0
1315,0
1316,0
1317,1
1318,1
1319,0
1320,1
1321,0
1322,1
1323,0
1324,1
1325,1
1326,0
1327,0
1328,1
1329,1
1330,0
1331,1
1332,1
1333,0
1334,1
1335,0
1336,1
1337,0
1338,0
1339,1
1340,1
1341,1
1342,0
1343,0
1344,1
1345,1
1346,1
1347,0
1348,1
1349,0
1350,1
1351,1
1352,1
1353,0
1354,1
1355,1
1356,0
1357,0
1358,0
1359,1
1360,0
1361,1
1362,1
1363,1
1364,0
1365,0
1366,0
1367,0
1368,0
1369,0
1370,0
1371,0
1372,0
1373,0
1374,0
1375,1
1376,0
1377,1
1378,0
1379,1
1380,0
1381,1
1382,1
1383,0
1384,0
1385,1
1386,0
1387,1
1388,0
1389,0
1390,1
1391,0
1392,0
1393,0
1394,1
1395,0
1396,0
1397,0
1398,1
1399,0
1400,1
1401,0
1402,1
1403,1
1404,0
1405,0
1406,0
1407,1
1408,0
1409,1
1410,1
1411,1
1412,1
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,0
1420,0
1421,0
1422,1
1423,1
1424,1
1425,1
1426,1
1427,1
1428,1
1429,1
1430,0
1431,1
1432,0
1433,0
1434,1
1435,0
1436,0
1437,1
1438,0
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,0
1446,0
1447,0
1448,1
1449,1
1450,1
1451,1
1452,0
1453,1
1454,1
1455,1
1456,1
1457,1
1458,1
1459,1
1460,0
1461,1
1462,0
1463,0
1464,0
1465,1
1466,1
1467,1
1468,1
1469,0
1470,1
1471,1
1472,1
1473,0
1474,1
1475,1
1476,1
1477,1
1478,0
1479,1
1480,1
1481,1
1482,0
1483,1
1484,1
1485,1
1486,1
1487,0
1488,0
1489,1
1490,1
1491,0
1492,0
1493,1
1494,1
1495,1
1496,1
1497,0
1498,0
1499,1
1500,1
1501,1
1502,0
1503,1
1504,0
1505,0
1506,0
1507,1
1508,1
1509,1
1510,1
1511,0
1512,0
1513,0
1514,1
1515,1
1516,1
1517,0
1518,1
1519,1
1520,0
1521,1
1522,1
1523,1
1524,1
1525,1
1526,1
1527,1
1528,1
1529,1
1530,1
1531,0
1532,1
1533,0
1534,1
1535,0
1536,1
1537,1
1538,1
1539,1
1540,0
1541,1
1542,1
1543,0
1544,1
1545,0
1546,1
1547,0
1548,0
1549,0
1550,1
1551,0
1552,0
1553,1
1554,0
1555,0
1556,0
1557,1
1558,0
1559,0
1560,1
1561,0
1562,0
1563,0
1564,1
1565,1
1566,1
1567,0
1568,0
1569,0
1570,1
1571,0
1572,1
1573,0
1574,1
1575,0
1576,0
1577,0
1578,1
1579,0
1580,1
1581,0
1582,1
1583,1
1584,1
1585,1
1586,1
1587,0
1588,1
1589,0
1590,0
1591,1
1592,0
1593,1
1594,0
1595,1
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,1
1603,1
1604,0
1605,1
1606,0
1607,0
1608,1
1609,0
1610,0
1611,1
1612,1
1613,0
1614,0
1615,1
1616,0
1617,0
1618,0
1619,0
1620,1
1621,1
1622,1
1623,0
1624,0
1625,1
1626,1
1627,1
1628,1
1629,0
1630,1
1631,0
1632,0
1633,1
1634,1
1635,0
1636,1
1637,0
1638,1
1639,0
1640,0
1641,1
1642,1
1643,0
1644,1
1645,0
1646,1
1647,0
1648,0
1649,0
1650,1
1651,1
1652,1
1653,0
1654,1
1655,1
1656,0
1657,0
1658,0
1659,1
1660,1
1661,1
1662,1
1663,1
1664,0
1665,0
1666,0
1667,1
1668,1
1669,0
1670,1
1671,0
1672,0
1673,0
1674,1
1675,1
1676,1
1677,0
1678,0
1679,1
1680,0
1681,1
1682,0
1683,1
1684,1
1685,0
1686,1
1687,0
1688,0
1689,1
1690,1
1691,1
1692,0
1693,0
1694,0
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,1
1702,1
1703,1
1704,0
1705,1
1706,0
1707,0
1708,0
1709,0
1710,0
1711,1
1712,1
1713,1
1714,1
1715,1
1716,1
1717,1
1718,0
1719,1
1720,0
1721,0
1722,0
1723,0
1724,0
1725,1
1726,1
1727,1
1728,0
1729,1
1730,0
1731,0
1732,1
1733,0
1734,1
1735,0
1736,0
1737,1
1738,1
1739,1
1740,1
1741,1
1742,0
1743,1
1744,0
1745,1
1746,1
1747,1
1748,0
1749,0
1750,0
1751,1
1752,1
1753,0
1754,1
1755,1
1756,1
1757,0
1758,1
1759,1
1760,0
1761,1
1762,1
1763,0
1764,1
1765,0
1766,1
1767,0
1768,1
1769,1
1770,1
1771,0
1772,0
1773,0
1774,1
1775,0
1776,1
1777,0
1778,0
1779,0
1780,1
1781,0
1782,0
1783,1
1784,1
1785,0
1786,1
1787,1
1788,0
1789,1
1790,1
1791,1
1792,0
1793,1
1794,0
1795,0
1796,0
1797,0
1798,0
1799,1
1800,0
1801,1
1802,0
1803,1
1804,1
1805,1
1806,0
1807,1
1808,1
1809,1
1810,1
1811,0
1812,0
1813,0
1814,1
1815,1
1816,0
1817,1
1818,1
1819,1
1820,0
1821,1
1822,0
1823,1
1824,1
1825,0
1826,1
1827,1
1828,1
1829,0
1830,0
1831,1
1832,0
1833,1
1834,0
1835,1
1836,0
1837,1
1838,0
1839,0
1840,1
1841,1
1842,0
1843,0
1844,0
1845,0
1846,0
1847,1
1848,0
1849,0
1850,1
1851,1
1852,1
1853,0
1854,1
1855,0
1856,1
1857,0
1858,1
1859,0
1860,1
1861,0
1862,1
1863,1
1864,0
1865,0
1866,0
1867,0
1868,1
1869,0
1870,0
1871,0
1872,1
1873,0
1874,0
1875,1
1876,0
1877,1
1878,1
1879,1
1880,0
1881,0
1882,0
1883,1
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,1
1891,1
1892,0
1893,0
1894,1
1895,1
1896,0
1897,0
1898,0
1899,0
1900,0
1901,1
1902,1
1903,0
1904,0
1905,1
1906,1
1907,1
1908,0
1909,0
1910,1
1911,0
1912,0
1913,1
1914,0
1915,0
1916,0
1917,1
1918,0
1919,1
1920,0
1921,1
1922,1
1923,0
1924,1
1925,0
1926,1
1927,1
1928,0
1929,0
1930,1
1931,0
1932,1
1933,1
1934,0
1935,1
1936,1
1937,0
1938,0
1939,0
1940,1
1941,0
1942,0
1943,0
1944,0
1945,1
1946,1
1947,1
1948,0
1949,1
1950,1
1951,1
1952,0
1953,1
1954,0
1955,0
1956,1
1957,0
1958,0
1959,1
1960,1
1961,0
1962,0
1963,1
1964,0
1965,1
1966,1
1967,0
1968,1
1969,1
1970,1
1971,0
1972,0
1973,1
1974,1
1975,0
1976,0
1977,1
1978,1
1979,1
1980,1
1981,0
1982,1
1983,1
1984,1
1985,0
1986,1
1987,0
1988,0
1989,0
1990,1
1991,0
1992,1
1993,0
1994,0
1995,0
1996,0
1997,1
1998,1
1999,1
2000,1
2001,1
2002,0
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,1
2011,0
2012,1
2013,1
2014,0
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,1
2022,1
2023,1
2024,0
2025,1
2026,0
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,1
2034,0
2035,0
2036,0
2037,0
2038,0
2039,0
2040,0
2041,1
2042,1
2043,1
2044,0
2045,0
2046,1
2047,0
2048,0
2049,1
2050,1
2051,0
2052,1
2053,0
2054,1
2055,1
2056,1
2057,0
2058,1
2059,1
2060,0
2061,1
2062,1
2063,1
2064,1
2065,1
2066,1
2067,1
2068,1
2069,1
2070,1
2071,0
2072,0
2073,0
2074,0
2075,0
2076,0
2077,0
2078,0
2079,0
2080,0
2081,0
2082,1
2083,0
2084,1
2085,1
2086,1
2087,1
2088,1
2089,1
2090,0
2091,1
2092,0
2093,0
2094,1
2095,1
2096,0
2097,1
2098,1
2099,1
2100,1
2101,1
2102,0
2103,0
2104,1
2105,0
2106,0
2107,1
2108,0
2109,0
2110,1
2111,0
2112,1
2113,0
2114,0
2115,0
2116,0
2117,1
2118,1
2119,0
2120,1
2121,0
2122,0
2123,1
2124,1
2125,0
2126,1
2127,1
2128,0
2129,0
2130,1
2131,1
2132,0
2133,1
2134,1
2135,0
2136,1
2137,0
2138,0
2139,0
2140,1
2141,0
2142,0
2143,1
2144,1
2145,1
2146,1
2147,1
2148,1
2149,1
2150,0
2151,1
2152,0
2153,1
2154,1
2155,0
2156,1
2157,0
2158,1
2159,0
2160,0
2161,1
2162,1
2163,0
2164,1
2165,0
2166,1
2167,0
2168,1
2169,1
2170,0
2171,1
2172,1
2173,0
2174,1
2175,1
2176,0
2177,1
2178,0
2179,0
2180,0
2181,0
2182,1
2183,0
2184,0
2185,1
2186,0
2187,1
2188,0
2189,0
2190,0
2191,0
2192,0
2193,0
2194,0
2195,0
2196,1
2197,0
2198,1
2199,0
2200,1
2201,1
2202,0
2203,1
2204,0
2205,1
2206,1
2207,0
2208,0
2209,1
2210,1
2211,1
2212,1
2213,1
2214,0
2215,0
2216,1
2217,0
2218,1
2219,0
2220,0
2221,1
2222,1
2223,0
2224,1
2225,0
2226,1
2227,1
2228,1
2229,0
2230,1
2231,0
2232,1
2233,0
2234,1
2235,1
2236,1
2237,1
2238,0
2239,0
2240,1
2241,0
2242,0
2243,1
2244,0
2245,1
2246,0
2247,0
2248,0
2249,1
2250,0
2251,1
2252,1
2253,1
2254,1
2255,1
2256,1
2257,0
2258,1
2259,1
2260,0
2261,1
2262,0
2263,0
2264,0
2265,1
2266,0
2267,1
2268,1
2269,1
2270,1
2271,0
2272,1
2273,1
2274,1
2275,1
2276,0
2277,1
2278,0
2279,1
2280,0
2281,0
2282,0
2283,1
2284,0
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,1
2292,1
2293,0
2294,0
2295,0
2296,1
2297,0
2298,1
2299,0
2300,1
2301,1
2302,0
2303,0
2304,1
2305,0
2306,1
2307,0
2308,1
2309,0
2310,1
2311,0
2312,0
2313,0
2314,1
2315,1
2316,1
2317,1
2318,0
2319,0
2320,0
2321,1
2322,0
2323,0
2324,1
2325,0
2326,1
2327,1
2328,1
2329,0
2330,0
2331,0
2332,1
2333,0
2334,0
2335,0
2336,1
2337,1
2338,1
2339,0
2340,0
2341,0
2342,1
2343,0
2344,0
2345,0
2346,0
2347,0
2348,0
2349,1
2350,1
2351,0
2352,1
2353,0
2354,0
2355,1
2356,1
2357,1
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,0
2365,1
2366,1
2367,1
2368,1
2369,1
2370,0
2371,1
2372,1
2373,0
2374,1
2375,0
2376,1
2377,0
2378,0
2379,0
2380,1
2381,1
2382,0
2383,0
2384,1
2385,0
2386,1
2387,0
2388,1
2389,0
2390,0
2391,1
2392,0
2393,0
2394,0
2395,1
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,1
2403,0
2404,1
2405,0
2406,1
2407,0
2408,1
2409,1
2410,1
2411,1
2412,0
2413,1
2414,1
2415,1
2416,1
2417,0
2418,0
2419,1
2420,1
2421,1
2422,0
2423,1
2424,0
2425,0
2426,0
2427,0
2428,0
2429,0
2430,1
2431,1
2432,0
2433,0
2434,0
2435,1
2436,1
2437,0
2438,1
2439,1
2440,1
2441,0
2442,0
2443,0
2444,0
2445,1
2446,0
2447,1
2448,1
2449,0
2450,1
2451,1
2452,0
2453,0
2454,0
2455,0
2456,0
2457,1
2458,1
2459,1
2460,0
2461,1
2462,0
2463,0
2464,0
2465,1
2466,0
2467,1
2468,0
2469,1
2470,1
2471,0
2472,1
2473,0
2474,1
2475,1
2476,1
2477,1
2478,1
2479,0
2480,1
2481,0
2482,1
2483,0
2484,1
2485,1
2486,0
2487,1
2488,0
2489,1
2490,0
2491,0
2492,0
2493,1
2494,1
2495,1
2496,1
2497,0
2498,0
2499,1
2500,0
2501,0
2502,0
2503,0
2504,0
2505,1
2506,0
2507,1
2508,0
2509,0
2510,1
2511,1
2512,0
2513,0
2514,1
2515,1
2516,1
2517,1
2518,1
2519,1
2520,1
2521,1
2522,0
2523,1
2524,1
2525,1
2526,1
2527,1
2528,1
2529,0
2530,1
2531,0
2532,0
2533,1
2534,1
2535,1
2536,0
2537,0
2538,0
2539,1
2540,1
2541,1
2542,1
2543,1
2544,0
2545,0
2546,0
2547,1
2548,0
2549,0
2550,1
2551,1
2552,0
2553,1
2554,0
2555,1
2556,1
2557,1
2558,1
2559,1
2560,1
2561,1
2562,1
2563,0
2564,0
2565,0
2566,1
2567,1
2568,1
2569,1
2570,0
2571,0
2572,1
2573,0
2574,0
2575,0
2576,1
2577,1
2578,0
2579,0
2580,1
2581,1
2582,0
2583,0
2584,1
2585,0
2586,1
2587,1
2588,1
2589,1
2590,0
2591,1
2592,0
2593,1
2594,1
2595,0
2596,1
2597,0
2598,0
2599,0
2600,0
2601,1
2602,0
2603,1
2604,0
2605,1
2606,0
2607,1
2608,1
2609,1
2610,0
2611,1
2612,0
2613,0
2614,0
2615,1
2616,0
2617,1
2618,0
2619,0
2620,1
2621,0
2622,1
2623,1
2624,1
2625,0
2626,0
2627,0
2628,1
2629,1
2630,0
2631,1
2632,1
2633,0
2634,1
2635,0
2636,1
2637,0
2638,1
2639,0
2640,1
2641,0
2642,1
2643,0
2644,1
2645,0
2646,0
2647,1
2648,1
2649,0
2650,0
2651,1
2652,1
2653,0
2654,0
2655,0
2656,1
2657,1
2658,1
2659,1
2660,1
2661,1
2662,0
2663,1
2664,0
2665,1
2666,0
2667,1
2668,1
2669,1
2670,1
2671,0
2672,0
2673,0
2674,1
2675,1
2676,1
2677,1
2678,1
2679,1
2680,0
2681,0
2682,1
2683,1
2684,1
2685,1
2686,0
2687,0
2688,1
2689,1
2690,0
2691,0
2692,0
2693,0
2694,1
2695,0
2696,1
2697,0
2698,0
2699,1
2700,1
2701,0
2702,0
2703,0
2704,1
2705,0
2706,1
2707,0
2708,0
2709,1
2710,1
2711,1
2712,0
2713,0
2714,0
2715,0
2716,1
2717,1
2718,0
2719,0
2720,0
2721,0
2722,1
2723,0
2724,0
2725,0
2726,1
2727,1
2728,1
2729,0
2730,1
2731,0
2732,0
2733,1
2734,1
2735,1
2736,0
2737,1
2738,0
2739,1
2740,0
2741,0
2742,0
2743,0
2744,0
2745,0
2746,1
2747,0
2748,1
2749,0
2750,0
2751,1
2752,1
2753,1
2754,1
2755,1
2756,0
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,0
2764,0
2765,1
2766,1
2767,0
2768,1
2769,1
2770,0
2771,0
2772,1
2773,0
2774,0
2775,0
2776,1
2777,1
2778,1
2779,1
2780,0
2781,1
2782,0
2783,1
2784,0
2785,1
2786,0
2787,0
2788,1
2789,1
2790,0
2791,1
2792,1
2793,0
2794,1
2795,0
2796,1
2797,0
2798,0
2799,0
2800,0
2801,1
2802,0
2803,0
2804,0
2805,0
2806,0
2807,0
2808,0
2809,1
2810,1
2811,0
2812,1
2813,0
2814,0
2815,0
2816,1
2817,0
2818,0
2819,1
2820,0
2821,1
2822,0
2823,0
2824,1
2825,0
2826,1
2827,0
2828,1
2829,0
2830,1
2831,0
2832,1
2833,1
2834,0
2835,0
2836,1
2837,0
2838,0
2839,0
2840,0
2841,0
2842,0
2843,0
2844,1
2845,0
2846,1
2847,1
2848,1
2849,1
2850,1
2851,1
2852,0
2853,1
2854,1
2855,0
2856,0
2857,1
2858,0
2859,1
2860,1
2861,1
2862,1
2863,0
2864,1
2865,0
2866,1
2867,0
2868,1
2869,0
2870,1
2871,0
2872,0
2873,1
2874,0
2875,0
2876,0
2877,1
2878,1
2879,1
2880,0
2881,1
2882,1
2883,0
2884,1
2885,0
2886,0
2887,0
2888,1
2889,1
2890,0
2891,1
2892,0
2893,1
2894,0
2895,0
2896,0
2897,0
2898,1
2899,0
2900,1
2901,0
2902,0
2903,0
2904,0
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,0
2912,1
2913,0
2914,1
2915,0
2916,0
2917,0
2918,1
2919,1
2920,0
2921,1
2922,1
2923,0
2924,1
2925,1
2926,1
2927,0
2928,0
2929,0
2930,1
2931,0
2932,0
2933,1
2934,1
2935,0
2936,0
2937,1
2938,0
2939,0
2940,1
2941,0
2942,0
2943,1
2944,1
2945,1
2946,1
2947,1
2948,0
2949,1
2950,1
2951,1
2952,1
2953,1
2954,1
2955,1
2956,0
2957,1
2958,0
2959,1
2960,0
2961,0
2962,0
2963,0
2964,0
2965,0
2966,0
2967,1
2968,0
2969,0
2970,1
2971,0
2972,0
2973,1
2974,1
2975,1
2976,1
2977,1
2978,0
2979,1
2980,1
2981,0
2982,0
2983,0
2984,0
2985,0
2986,1
2987,1
2988,1
2989,0
2990,1
2991,0
2992,1
2993,1
2994,1
2995,0
2996,0
2997,1
